1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Studio,Type,Zip_code
,"$3,100",,,,Jun 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,100'}]",Mission Viejo,"Mission Viejo, CA 92692",12 Month Lease,https://www.apartments.com/22366-manacor-mission-viejo-ca-unit-1/b53qk4b/,"1,454","1,454 Sq Ft",CA,,Condos,92692
,"$7,000",,,,Apr 15,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$7,000'}]",Marina del Rey,"11 Buccaneer St, Marina del Rey, CA 90292",12 Month Lease,https://www.apartments.com/11-buccaneer-st-marina-del-rey-ca-unit-3/jkkn055/,"1,400","1,400 Sq Ft",CA,,Condos,90292
,"$3,800",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",Half Moon Bay,"Half Moon Bay, CA 94019",6 Month Lease,https://www.apartments.com/215-troon-way-half-moon-bay-ca-unit-215/kdx9dg9/,"1,115","1,115 Sq Ft",CA,,Condos,94019
,"$3,950",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,950'}]",Newport Beach,"Newport Beach, CA 92663",12 Month Lease,https://www.apartments.com/602-1-2-36th-st-newport-beach-ca-unit-6025/glcqfqx/,"1,200","1,200 Sq Ft",CA,,Condos,92663
"$3,300",,,,,Jun 8,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,300'}]",San Diego,"San Diego, CA 92109",1 Month Lease,https://www.apartments.com/1855-diamond-st-san-diego-ca-unit-5-330/r57bzf2/,670,670 Sq Ft,CA,,Condos,92109
,"$1,975",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,975'}]",Los Angeles,"Los Angeles, CA 91316",12 Month Lease,https://www.apartments.com/5349-newcastle-ave-los-angeles-ca-unit-22/5z2cycn/,950,950 Sq Ft,CA,,Condos,91316
,"$1,500",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,500'}]",Fresno,"Fresno, CA 93721",1 Month Lease,https://www.apartments.com/2881-e-huntington-blvd-fresno-ca-unit-110/qk4vwvw/,900,900 Sq Ft,CA,,Condos,93721
,"$1,200",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,200'}]",Los Angeles,"7320 Independence Ave, Los Angeles, CA 91303",6 Month Lease,https://www.apartments.com/7320-independence-ave-los-angeles-ca-unit-2/42lc7pk/,"1,203","1,203 Sq Ft",CA,,Condos,91303
,,"$2,400",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,400'}]",San Diego,"San Diego, CA 92111",12 Month Lease,https://www.apartments.com/6321-caminito-juanico-san-diego-ca-unit-0/tfhprd9/,"1,300","1,300 Sq Ft",CA,,Condos,92111
,"$3,495",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,495'}]",Los Angeles,"2160 Century Park E, Los Angeles, CA 90067",12 Month Lease,https://www.apartments.com/2160-century-park-e-los-angeles-ca-unit-1405/8l1l0f2/,"1,018","1,018 Sq Ft",CA,,Condos,90067
"$2,200",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,200'}]",Long Beach,"325 W 3rd St, Long Beach, CA 90802",12 Month Lease,https://www.apartments.com/325-w-3rd-st-long-beach-ca-unit-402/rvmf7p1/,712,712 Sq Ft,CA,,Condos,90802
,"$4,600",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,600'}]",Los Angeles,"Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/1300-midvale-ave-los-angeles-ca-unit-201/zmzpb7x/,"1,038","1,038 Sq Ft",CA,,Condos,90024
,,"$3,500",,,Available Now,3½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Los Angeles,"3947 Carpenter Ave, Los Angeles, CA 91604",12 Month Lease,https://www.apartments.com/3947-carpenter-ave-los-angeles-ca-unit-103/j8r9t74/,"1,720","1,720 Sq Ft",CA,,Condos,91604
,"$3,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,500'}]",Los Angeles,"530 S Barrington Ave, Los Angeles, CA 90049",12 Month Lease,https://www.apartments.com/530-s-barrington-ave-los-angeles-ca-unit-307/mv0q7hh/,"1,345","1,345 Sq Ft",CA,,Condos,90049
"$2,600",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,600'}]",Los Angeles,"645 W 9th St, Los Angeles, CA 90015",12 Month Lease,https://www.apartments.com/645-w-9th-st-los-angeles-ca-unit-609/ppd3zfs/,660,660 Sq Ft,CA,,Condos,90015
"$3,000",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,000'}]",San Diego,"San Diego, CA 92101",6 Month Lease,https://www.apartments.com/450-j-st-san-diego-ca-unit-3081/y5ptlgv/,778,778 Sq Ft,CA,,Condos,92101
"$3,650",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,650'}]",San Francisco,"San Francisco, CA 94108",12 Month Lease,https://www.apartments.com/1177-california-st-san-francisco-ca-unit-805/xxs7hjn/,650,650 Sq Ft,CA,,Condos,94108
,"$1,870",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,870'}]",Diamond Bar,"Diamond Bar, CA 91765",12 Month Lease,https://www.apartments.com/901-golden-springs-dr-diamond-bar-ca-unit-f12/f8mx4lv/,926,926 Sq Ft,CA,,Condos,91765
"$1,175",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,175'}]",Modesto,"Modesto, CA 95350",12 Month Lease,https://www.apartments.com/2700-mac-dougal-st-modesto-ca-unit-23/3f26zke/,658,658 Sq Ft,CA,,Condos,95350
,"$5,500",,,,Available Now,3 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,500'}]",West Hollywood,"West Hollywood, CA 90046",12 Month Lease,https://www.apartments.com/1220-n-orange-grove-ave-west-hollywood-ca-unit-5/8mz8bk3/,"1,830","1,830 Sq Ft",CA,,Condos,90046
,,,,,Available Now,1 BA,"[{'bedroom_type': 'Studio', 'price': '$1,750'}]",San Diego,"San Diego, CA 92101",12 Month Lease,https://www.apartments.com/1643-sixth-ave-san-diego-ca-unit-414/b65q5rc/,450,450 Sq Ft,CA,"$1,750",Condos,92101
,,,,,Available Now,1 BA,"[{'bedroom_type': 'Studio', 'price': '$1,950'}]",Los Angeles,"Los Angeles, CA 90013",12 Month Lease,https://www.apartments.com/420-san-pedro-st-los-angeles-ca-unit-0/5em1etp/,650,650 Sq Ft,CA,"$1,950",Condos,90013
,"$4,200",,,,May 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,200'}]",Marina del Rey,"Marina del Rey, CA 90292",12 Month Lease,https://www.apartments.com/4080-glencoe-ave-marina-del-rey-ca-unit-323/tfr4k9c/,"1,340","1,340 Sq Ft",CA,,Condos,90292
,"$2,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Los Angeles,"Los Angeles, CA 91402",12 Month Lease,https://www.apartments.com/8355-willis-ave-los-angeles-ca-unit-23/c7l2kee/,"1,029","1,029 Sq Ft",CA,,Condos,91402
,"$2,290",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,290'}]",Los Angeles,"Los Angeles, CA 91316",24 Month Lease,https://www.apartments.com/5353-yarmouth-ave-los-angeles-ca-unit-307/yk0k2xr/,"1,200","1,200 Sq Ft",CA,,Condos,91316
,"$2,300",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",Woodland Hills,"5540 Owensmouth Ave, Woodland Hills, CA 91367",12 Month Lease,https://www.apartments.com/5540-owensmouth-ave-woodland-hills-ca-unit-1/18yrpq6/,"1,050","1,050 Sq Ft",CA,,Condos,91367
"$2,500",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,500'}]",West Hollywood,"1275 Havenhurst Dr, West Hollywood, CA 90046",12 Month Lease,https://www.apartments.com/1275-havenhurst-dr-west-hollywood-ca-unit-8/j3eclc7/,725,725 Sq Ft,CA,,Condos,90046
"$1,300",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,300'}]",Los Angeles,"747 Micheltorena St, Los Angeles, CA 90026",12 Month Lease,https://www.apartments.com/747-micheltorena-st-los-angeles-ca-unit-d/jb71dy7/,200,200 Sq Ft,CA,,Condos,90026
,"$2,700",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]",Irvine,"Irvine, CA 92612",12 Month Lease,https://www.apartments.com/2105-watermarke-pl-irvine-ca-unit-2105/sp9vb87/,"1,122","1,122 Sq Ft",CA,,Condos,92612
,"$3,800",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,800'}]",Los Angeles,"Los Angeles, CA 90025",12 Month Lease,https://www.apartments.com/1633-s-bentley-ave-los-angeles-ca-unit-202/b8rll7c/,"1,060","1,060 Sq Ft",CA,,Condos,90025
,"$1,900",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,900'}]",Laguna Woods,"Laguna Woods, CA 92637",12 Month Lease,https://www.apartments.com/828-via-alhambra-laguna-woods-ca-unit-n/fvx47xt/,"1,109","1,109 Sq Ft",CA,,Condos,92637
"$1,680",,,,,May 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,680'}]",Montebello,"Montebello, CA 90640",12 Month Lease,https://www.apartments.com/1610-neil-armstrong-st-montebello-ca-unit-313/54k2r5p/,670,670 Sq Ft,CA,,Condos,90640
,,,"$2,350",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,350'}]",Ontario,"Ontario, CA 91764",12 Month Lease,https://www.apartments.com/1741-e-flora-st-ontario-ca-unit-0/7c8wlzx/,"2,118","2,118 Sq Ft",CA,,Condos,91764
,"$3,900",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,900'}]",San Francisco,"San Francisco, CA 94109",12 Month Lease,https://www.apartments.com/900-bush-st-san-francisco-ca-unit-615/xtdzqcq/,800,800 Sq Ft,CA,,Condos,94109
,,,"$2,700",,Available Now,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,700'}]",Anaheim,"Anaheim, CA 92801",12 Month Lease,https://www.apartments.com/1974-glenoaks-ave-anaheim-ca-unit-g/xckc6km/,"1,800","1,800 Sq Ft",CA,,Condos,92801
"$1,580",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,580'}]",Glendale,"515 E Maple St, Glendale, CA 91205",12 Month Lease,https://www.apartments.com/515-e-maple-st-glendale-ca-unit-2/djx3vtj/,620,620 Sq Ft,CA,,Condos,91205
,,"$2,999",,,Apr 15,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,999'}]",Long Beach,"3707 E Livingston Dr, Long Beach, CA 90803",12 Month Lease,https://www.apartments.com/3707-e-livingston-dr-long-beach-ca-unit-401/1s0nwx5/,"1,270","1,270 Sq Ft",CA,,Condos,90803
,"$5,400",,,,Apr 15,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,400'}]",Santa Monica,"Santa Monica, CA 90403",12 Month Lease,https://www.apartments.com/1027-10th-st-santa-monica-ca-unit-5/q4vq1ny/,"1,500","1,500 Sq Ft",CA,,Condos,90403
,"$3,150",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,150'}]",Torrance,"Torrance, CA 90505",24 Month Lease,https://www.apartments.com/3759-w-244th-st-torrance-ca-unit-3759/bwn8bj8/,"1,320","1,320 Sq Ft",CA,,Condos,90505
"$2,775",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,775'}]",Los Angeles,"1440 Veteran Ave, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/1440-veteran-ave-los-angeles-ca-unit-265/fstp81r/,693,693 Sq Ft,CA,,Condos,90024
,,"$3,000",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Los Angeles,"21555 Burbank Blvd, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/21555-burbank-blvd-los-angeles-ca-unit-46/c7s6swg/,"1,390","1,390 Sq Ft",CA,,Condos,91367
,"$2,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",Glendale,"Glendale, CA 91205",6 Month Lease,https://www.apartments.com/1517-e-garfield-ave-glendale-ca-unit-53/5zdx0rn/,"1,080","1,080 Sq Ft",CA,,Condos,91205
"$2,550",,,,,Apr 7,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,550'}]",San Diego,"San Diego, CA 92109",1 Month Lease,https://www.apartments.com/1801-diamond-st-san-diego-ca-unit-3-124/d102evh/,653,653 Sq Ft,CA,,Condos,92109
,"$2,100",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,100'}]",San Diego,"San Diego, CA 92108",12 Month Lease,https://www.apartments.com/6151-rancho-mission-rd-san-diego-ca-unit-208/92dt1c7/,878,878 Sq Ft,CA,,Condos,92108
,"$3,950",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,950'}]",Malibu,"Malibu, CA 90265",12 Month Lease,https://www.apartments.com/11956-oceanaire-ln-malibu-ca-unit-11956/tpmsplb/,986,986 Sq Ft,CA,,Condos,90265
,"$1,700",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,700'}]",Sacramento,"Sacramento, CA 95831",12 Month Lease,https://www.apartments.com/6241-riverside-blvd-sacramento-ca-unit-118/6nb6ktt/,925,925 Sq Ft,CA,,Condos,95831
,,"$2,500",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,500'}]",Los Angeles,"7804 Laurel Canyon Blvd, Los Angeles, CA 91605",12 Month Lease,https://www.apartments.com/7804-laurel-canyon-blvd-los-angeles-ca-unit-1/1ggyls5/,"1,200","1,200 Sq Ft",CA,,Condos,91605
,"$2,900",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,900'}]",Fremont,"Fremont, CA 94536",12 Month Lease,https://www.apartments.com/38740-tyson-ln-fremont-ca-unit-111/e41melm/,"1,178","1,178 Sq Ft",CA,,Condos,94536
,"$1,950",,,,Apr 10,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$1,950'}]",Long Beach,"Long Beach, CA 90802",12 Month Lease,https://www.apartments.com/645-chestnut-ave-long-beach-ca-unit-212/404shxh/,870,870 Sq Ft,CA,,Condos,90802
,"$2,200",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",San Diego,"San Diego, CA 92122",12 Month Lease,https://www.apartments.com/7849-camino-huerta-san-diego-ca-unit-na/dwct66h/,864,864 Sq Ft,CA,,Condos,92122
,"$2,080",,,,May 5,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,080'}]",Pasadena,"Pasadena, CA 91106",12 Month Lease,https://www.apartments.com/64-mar-vista-ave-pasadena-ca-unit-229/lmwl47g/,900,900 Sq Ft,CA,,Condos,91106
,,"$3,250",,,Apr 4,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,250'}]",Inglewood,"820 N Acacia St, Inglewood, CA 90302",12 Month Lease,https://www.apartments.com/820-n-acacia-st-inglewood-ca-unit-126/z9bz67y/,"1,273","1,273 Sq Ft",CA,,Condos,90302
"$1,850",,,,,May 1,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,850'}]",Palos Verdes Peninsula,"3604 W Estates Ln, Palos Verdes Peninsula, CA 90274",12 Month Lease,https://www.apartments.com/3604-w-estates-ln-palos-verdes-peninsula-ca-unit-105/sjeswh5/,659,659 Sq Ft,CA,,Condos,90274
"$2,900",,,,,Available Now,1½ BAs,"[{'bedroom_type': '1 Bed', 'price': '$2,900'}]",San Diego,"San Diego, CA 92101",12 Month Lease,https://www.apartments.com/1608-india-st-san-diego-ca-unit-204/6ep0ryv/,"1,005","1,005 Sq Ft",CA,,Condos,92101
"$2,650",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,650'}]",Culver City,"Culver City, CA 90230",12 Month Lease,https://www.apartments.com/6174-buckingham-pkwy-culver-city-ca-unit-105/kwe755b/,837,837 Sq Ft,CA,,Condos,90230
,"$2,600",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,600'}]",Inglewood,"Inglewood, CA 90305",12 Month Lease,https://www.apartments.com/3859-thorncroft-ln-inglewood-ca-unit-l/hxwzfy2/,"1,045","1,045 Sq Ft",CA,,Condos,90305
"$2,695",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,695'}]",Santa Monica,"924 5th St, Santa Monica, CA 90403",12 Month Lease,https://www.apartments.com/924-5th-st-santa-monica-ca-unit-7/rjnjkg0/,600,600 Sq Ft,CA,,Condos,90403
,"$5,995",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,995'}]",Los Angeles,"10445 Wilshire Blvd, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/10445-wilshire-blvd-los-angeles-ca-unit-304/h564f30/,"2,000","2,000 Sq Ft",CA,,Condos,90024
,"$3,400",,,,Jul 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Santa Monica,"Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/1437-stanford-st-santa-monica-ca-unit-e/gp8wc2y/,"1,100","1,100 Sq Ft",CA,,Condos,90404
,"$6,900",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$6,900'}]",Los Angeles,"Los Angeles, CA 90049",12 Month Lease,https://www.apartments.com/441-s-barrington-ave-los-angeles-ca-unit-202/smr8b24/,"1,611","1,611 Sq Ft",CA,,Condos,90049
,"$5,000",,,,Apr 10,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,000'}]",Laguna Beach,"31423 Coast Hwy, Laguna Beach, CA 92651",12 Month Lease,https://www.apartments.com/31423-coast-hwy-laguna-beach-ca-unit-54/vsbj55f/,"1,150","1,150 Sq Ft",CA,,Condos,92651
,"$2,200",,,,Available Now,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",La Mesa,"La Mesa, CA 91942",12 Month Lease,https://www.apartments.com/5707-baltimore-dr-la-mesa-ca-unit-33/lvbl85g/,"1,105","1,105 Sq Ft",CA,,Condos,91942
,"$2,999",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,999'}]",Los Angeles,"7320 Hawthorn Ave, Los Angeles, CA 90046",12 Month Lease,https://www.apartments.com/7320-hawthorn-ave-los-angeles-ca-unit-213/e923e4p/,"1,060","1,060 Sq Ft",CA,,Condos,90046
,"$2,595",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,595'}]",Los Angeles,"5440 Lindley Ave, Los Angeles, CA 91316",12 Month Lease,https://www.apartments.com/5440-lindley-ave-los-angeles-ca-unit-203/0etced2/,"1,582","1,582 Sq Ft",CA,,Condos,91316
"$3,200",,,,,Jul 10,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,200'}]",Los Angeles,"Los Angeles, CA 90066",,https://www.apartments.com/5000-s-centinela-ave-los-angeles-ca-unit-334/z4tfvgy/,940,940 Sq Ft,CA,,Condos,90066
,"$2,250",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,250'}]",Los Angeles,"5500 Owensmouth Ave, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/5500-owensmouth-ave-los-angeles-ca-unit-125/ytdpn1v/,900,900 Sq Ft,CA,,Condos,91367
,"$2,799",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,799'}]",Pasadena,"Pasadena, CA 91101",12 Month Lease,https://www.apartments.com/230-s-madison-ave-pasadena-ca-unit-305/xe2rnjq/,"1,181","1,181 Sq Ft",CA,,Condos,91101
,"$4,350",,,,May 1,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,350'}]",Marina Del Rey,"4350 Via Dolce, Marina Del Rey, CA 90292",12 Month Lease,https://www.apartments.com/4350-via-dolce-marina-del-rey-ca-unit-1-fl/cp701sg/,"1,532","1,532 Sq Ft",CA,,Condos,90292
,"$2,700",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,700'}]",Alhambra,"Alhambra, CA 91801",12 Month Lease,https://www.apartments.com/1008-n-monterey-st-alhambra-ca-unit-207/6z4hkft/,"1,060","1,060 Sq Ft",CA,,Condos,91801
,"$2,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Los Angeles,"1691 261st St, Los Angeles, CA 90710",12 Month Lease,https://www.apartments.com/1691-261st-st-los-angeles-ca-unit-4/qelxc5x/,"1,175","1,175 Sq Ft",CA,,Condos,90710
