1 Bed,2 Beds,3 Beds,4 Beds,4+ Beds,Availability_check,Bath_Info,Bedroom_Info,City_Rent,Full_Address,Lease_length,Rent_link,Square_Feet,Square_Feet_Data,State_Rent,Type,Zip_code
,"$4,000",,,,Apr 6,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]",Santa Monica,"1034 Bay St, Santa Monica, CA 90405",1 Month Lease,https://www.apartments.com/1034-bay-st-santa-monica-ca/46m4ppk/,900,900 Sq Ft,CA,Houses,90405
"$2,200",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,200'}]",Burbank,"Burbank, CA 91501",12 Month Lease,https://www.apartments.com/521-e-fairmount-rd-burbank-ca/p31bqys/,500,500 Sq Ft,CA,Houses,91501
"$2,650",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,650'}]",Los Angeles,"Los Angeles, CA 90046",1 Month Lease,https://www.apartments.com/8260-gould-ave-los-angeles-ca/8jc4y40/,675,675 Sq Ft,CA,Houses,90046
,,"$3,100",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",Buena Park,"Buena Park, CA 90621",12 Month Lease,https://www.apartments.com/6443-verdi-dr-buena-park-ca/w53nnzh/,"1,353","1,353 Sq Ft",CA,Houses,90621
,"$2,150",,,,Apr 12,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,150'}]",Roseville,"Roseville, CA 95661",,https://www.apartments.com/1623-woodhill-dr-roseville-ca/gdxx9jx/,"1,299","1,299 Sq Ft",CA,Houses,95661
,,"$25,000",,,May 4,4 BAs,"[{'bedroom_type': '3 Beds', 'price': '$25,000'}]",Los Angeles,"Los Angeles, CA 90069",1 Month Lease,https://www.apartments.com/1271-st-ives-pl-los-angeles-ca/lvhf7md/,"4,401","4,401 Sq Ft",CA,Houses,90069
,,"$2,750",,,Apr 30,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$2,750'}]",Los Angeles,"7330 Rhea Ave, Los Angeles, CA 91335",12 Month Lease,https://www.apartments.com/7330-rhea-ave-los-angeles-ca/sp1ts37/,"1,100","1,100 Sq Ft",CA,Houses,91335
,"$5,850",,,,May 1,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,850'}]",Los Angeles,"2415 Meadow Valley Ter, Los Angeles, CA 90039",12 Month Lease,https://www.apartments.com/2415-meadow-valley-ter-los-angeles-ca/l2xwq8e/,"1,456","1,456 Sq Ft",CA,Houses,90039
,,"$4,950",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,950'}]",Los Angeles,"2241 N Beachwood Dr, Los Angeles, CA 90068",,https://www.apartments.com/2241-n-beachwood-dr-los-angeles-ca/tnzmmbb/,"2,007","2,007 Sq Ft",CA,Houses,90068
,,,,"$19,995",Available Now,6½ BAs,"[{'bedroom_type': '4+ Beds', 'price': '$19,995'}]",Santa Monica,"1126 Yale St, Santa Monica, CA 90403",,https://www.apartments.com/1126-yale-st-santa-monica-ca/vv3l8ef/,"4,700","4,700 Sq Ft",CA,Houses,90403
"$2,595",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,595'}]",Santa Monica,"1543 11th St, Santa Monica, CA 90401",,https://www.apartments.com/1543-11th-st-santa-monica-ca/4rrv28h/,695,695 Sq Ft,CA,Houses,90401
,,,"$3,100",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,100'}]",Pasadena,"3832 Mountain View Ave, Pasadena, CA 91107",12 Month Lease,https://www.apartments.com/3832-mountain-view-ave-pasadena-ca/gdtcy9w/,"1,500","1,500 Sq Ft",CA,Houses,91107
,,"$1,050",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,050'}]",Bakersfield,"Bakersfield, CA 93304",12 Month Lease,https://www.apartments.com/2920-dore-dr-bakersfield-ca/3dlqs6g/,"1,400","1,400 Sq Ft",CA,Houses,93304
"$1,800",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]",Pasadena,"750 E Orange Grove Blvd, Pasadena, CA 91104",12 Month Lease,https://www.apartments.com/750-e-orange-grove-blvd-pasadena-ca/qkn8l0z/,1,1 Sq Ft,CA,Houses,91104
,,,"$4,200",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,200'}]",Los Angeles,"24246 Hatteras St, Los Angeles, CA 91367",12 Month Lease,https://www.apartments.com/24246-hatteras-st-los-angeles-ca/6kqdxxt/,"2,016","2,016 Sq Ft",CA,Houses,91367
,,"$3,500",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Los Angeles,"Los Angeles, CA 91405",12 Month Lease,https://www.apartments.com/6929-burnet-ave-los-angeles-ca/s4mzmz4/,"1,772","1,772 Sq Ft",CA,Houses,91405
,,"$4,300",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,300'}]",Los Angeles,"2210 Polyscope Pl, Los Angeles, CA 90026",12 Month Lease,https://www.apartments.com/2210-polyscope-pl-los-angeles-ca/yn0z25s/,"1,407","1,407 Sq Ft",CA,Houses,90026
,,"$3,995",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,995'}]",Santa Monica,"Santa Monica, CA 90404",1 Month Lease,https://www.apartments.com/3027-urban-ave-santa-monica-ca/8cpxzc2/,"2,100","2,100 Sq Ft",CA,Houses,90404
,"$2,200",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,200'}]",Los Angeles,"10444 Oneida Ave, Los Angeles, CA 91331",12 Month Lease,https://www.apartments.com/10444-oneida-ave-los-angeles-ca/yxh731t/,820,820 Sq Ft,CA,Houses,91331
"$1,800",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]",Los Angeles,"Los Angeles, CA 91040",12 Month Lease,https://www.apartments.com/8247-owens-st-los-angeles-ca/z3t8dmz/,650,650 Sq Ft,CA,Houses,91040
,,,"$5,795",,Available Now,3 BAs,"[{'bedroom_type': '4 Beds', 'price': '$5,795'}]",Los Angeles,"5152 Balboa Blvd, Los Angeles, CA 91316",12 Month Lease,https://www.apartments.com/5152-balboa-blvd-los-angeles-ca/j5vchx4/,"2,500","2,500 Sq Ft",CA,Houses,91316
,"$2,650",,,,May 1,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,650'}]",Los Angeles,"3730 Cazador St, Los Angeles, CA 90065",12 Month Lease,https://www.apartments.com/3730-cazador-st-los-angeles-ca/wt9qtfk/,950,950 Sq Ft,CA,Houses,90065
,,"$2,850",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,850'}]",Los Angeles,"Los Angeles, CA 90012",12 Month Lease,https://www.apartments.com/723-bernard-st-los-angeles-ca/vy5w0je/,"1,100","1,100 Sq Ft",CA,Houses,90012
,"$2,750",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,750'}]",Los Angeles,"23017 Victory Blvd, Los Angeles, CA 91307",12 Month Lease,https://www.apartments.com/23017-victory-blvd-los-angeles-ca/jdv05p5/,"1,000","1,000 Sq Ft",CA,Houses,91307
,,"$3,795",,,Available Now,1½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,795'}]",Pasadena,"1740 Bellford Ave, Pasadena, CA 91104",12 Month Lease,https://www.apartments.com/1740-bellford-ave-pasadena-ca/pksp4vs/,"1,230","1,230 Sq Ft",CA,Houses,91104
"$3,145",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,145'}]",Mountain View,"Mountain View, CA 94040",12 Month Lease,https://www.apartments.com/135-carmelita-dr-mountain-view-ca/fsvbj3r/,875,875 Sq Ft,CA,Houses,94040
,"$3,850",,,,Apr 13,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,850'}]",Campbell,"Campbell, CA 95008",12 Month Lease,https://www.apartments.com/255-everett-ave-campbell-ca/53cvjpq/,800,800 Sq Ft,CA,Houses,95008
,,"$2,850",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$2,850'}]",Los Angeles,"Los Angeles, CA 91606",12 Month Lease,https://www.apartments.com/6454-troost-ave-los-angeles-ca/c1q2w9e/,"1,100","1,100 Sq Ft",CA,Houses,91606
,,,"$16,950",,Available Now,4½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$16,950'}]",Los Angeles,"1416 Comstock Ave, Los Angeles, CA 90024",12 Month Lease,https://www.apartments.com/1416-comstock-ave-los-angeles-ca/fj9efpt/,1,1 Sq Ft,CA,Houses,90024
"$2,695",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,695'}]",Los Angeles,"133 E Ave 42, Los Angeles, CA 90031",12 Month Lease,https://www.apartments.com/133-e-ave-42-los-angeles-ca/80fvpg0/,600,600 Sq Ft,CA,Houses,90031
,"$1,995",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,995'}]",Lawndale,"Lawndale, CA 90260",6 Month Lease,https://www.apartments.com/4212-154th-st-lawndale-ca/pvsvgzr/,865,865 Sq Ft,CA,Houses,90260
,"$5,995",,,,Available Now,1½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$5,995'}]",Los Angeles,"Los Angeles, CA 90046",1 Month Lease,https://www.apartments.com/8255-kirkwood-dr-los-angeles-ca/mt9j4fj/,"1,495","1,495 Sq Ft",CA,Houses,90046
,"$3,950",,,,Apr 22,2½ BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,950'}]",Los Angeles,"Los Angeles, CA 90291",1 Month Lease,https://www.apartments.com/1722-penmar-ave-los-angeles-ca/0eg41s0/,"1,200","1,200 Sq Ft",CA,Houses,90291
,"$2,395",,,,Jun 3,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,395'}]",Monrovia,"Monrovia, CA 91016",,https://www.apartments.com/633-w-maple-ave-monrovia-ca/pkhqppt/,950,950 Sq Ft,CA,Houses,91016
,,"$3,150",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,150'}]",Concord,"Concord, CA 94521",12 Month Lease,https://www.apartments.com/4375-dorset-ct-concord-ca/nwhvwqn/,"1,600","1,600 Sq Ft",CA,Houses,94521
,,,,"$5,500",Available Now,4 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$5,500'}]",Los Angeles,"1751 N Normandie Ave, Los Angeles, CA 90027",12 Month Lease,https://www.apartments.com/1751-n-normandie-ave-los-angeles-ca/sk4ygs5/,"3,300","3,300 Sq Ft",CA,Houses,90027
,,,"$4,500",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$4,500'}]",Long Beach,"Long Beach, CA 90814",12 Month Lease,https://www.apartments.com/3646-e-vermont-st-long-beach-ca/flf3vpv/,"2,000","2,000 Sq Ft",CA,Houses,90814
,"$4,000",,,,Apr 6,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]",Santa Monica,"1034 Bay St, Santa Monica, CA 90405",1 Month Lease,https://www.apartments.com/1034-bay-st-santa-monica-ca/46m4ppk/,900,900 Sq Ft,CA,Houses,90405
,"$4,300",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$4,300'}]",San Francisco,"San Francisco, CA 94107",,https://www.apartments.com/2337-25th-st-san-francisco-ca/mlytbch/,900,900 Sq Ft,CA,Houses,94107
"$1,100",,,,,May 15,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,100'}]",Twentynine Palms,"Twentynine Palms, CA 92277",,https://www.apartments.com/74768-sunset-dr-twentynine-palms-ca/kbyp1k8/,950,950 Sq Ft,CA,Houses,92277
,,"$3,500",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Los Gatos,"Los Gatos, CA 95032",12 Month Lease,https://www.apartments.com/652-vasona-ave-los-gatos-ca/k4rgyy9/,"1,200","1,200 Sq Ft",CA,Houses,95032
,,"$3,000",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Lomita,"Lomita, CA 90717",,https://www.apartments.com/25904-hillworth-ave-lomita-ca/cv97s1g/,"1,388","1,388 Sq Ft",CA,Houses,90717
,"$2,595",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,595'}]",Lomita,"24209 Pennsylvania Ave, Lomita, CA 90717",12 Month Lease,https://www.apartments.com/24209-pennsylvania-ave-lomita-ca/7sr7t5z/,812,812 Sq Ft,CA,Houses,90717
,"$3,400",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$3,400'}]",Burbank,"317 N Frederic St, Burbank, CA 91505",12 Month Lease,https://www.apartments.com/317-n-frederic-st-burbank-ca/h9dstd2/,975,975 Sq Ft,CA,Houses,91505
,,"$3,800",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]",Culver City,"12054 Marshall St, Culver City, CA 90230",12 Month Lease,https://www.apartments.com/12054-marshall-st-culver-city-ca/g922tgw/,"1,321","1,321 Sq Ft",CA,Houses,90230
"$2,750",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,750'}]",Culver City,"Culver City, CA 90232",2 Month Lease,https://www.apartments.com/10930-aletta-ave-culver-city-ca/zzytjyy/,615,615 Sq Ft,CA,Houses,90232
,"$1,500",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$1,500'}]",Los Angeles,"7258 1/2 Fountain Ave, Los Angeles, CA 90046",6 Month Lease,https://www.apartments.com/7258-1-2-fountain-ave-los-angeles-ca/e38d71n/,980,980 Sq Ft,CA,Houses,90046
,,,"$9,995",,Available Now,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$9,995'}]",Santa Monica,"727 15th St, Santa Monica, CA 90402",,https://www.apartments.com/727-15th-st-santa-monica-ca/wc2ry9h/,"2,883","2,883 Sq Ft",CA,Houses,90402
,,,"$9,750",,Available Now,3½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$9,750'}]",Los Angeles,"14649 Addison St, Los Angeles, CA 91403",12 Month Lease,https://www.apartments.com/14649-addison-st-los-angeles-ca/3sz6v1g/,"3,270","3,270 Sq Ft",CA,Houses,91403
,"$4,000",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$4,000'}]",Santa Monica,"1915 Arizona Ave, Santa Monica, CA 90404",12 Month Lease,https://www.apartments.com/1915-arizona-ave-santa-monica-ca/ygwxtxr/,"1,000","1,000 Sq Ft",CA,Houses,90404
,"$7,500",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$7,500'}]",Los Angeles,"6860 Camrose Dr, Los Angeles, CA 90068",1 Month Lease,https://www.apartments.com/6860-camrose-dr-los-angeles-ca/qmgltwy/,"1,250","1,250 Sq Ft",CA,Houses,90068
"$4,995",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$4,995'}]",Los Angeles,"7287 Pacific View Dr, Los Angeles, CA 90068",1 Month Lease,https://www.apartments.com/7287-pacific-view-dr-los-angeles-ca/q7gd0yw/,900,900 Sq Ft,CA,Houses,90068
,,"$3,500",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,500'}]",Los Angeles,"Los Angeles, CA 91401",,https://www.apartments.com/13734-sylvan-st-los-angeles-ca/dv5vwyk/,"1,400","1,400 Sq Ft",CA,Houses,91401
,,"$4,250",,,Available Now,3 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,250'}]",Los Angeles,"17544 Lorne St, Los Angeles, CA 91325",12 Month Lease,https://www.apartments.com/17544-lorne-st-los-angeles-ca/nxxxgqn/,"1,650","1,650 Sq Ft",CA,Houses,91325
,"$3,000",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$3,000'}]",Pasadena,"Pasadena, CA 91104",,https://www.apartments.com/1233-allen-ave-pasadena-ca/q296g5x/,"1,050","1,050 Sq Ft",CA,Houses,91104
"$2,995",,,,,Apr 15,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,995'}]",Los Angeles,"647 Santa Clara Ave, Los Angeles, CA 90291",12 Month Lease,https://www.apartments.com/647-santa-clara-ave-los-angeles-ca/gpfc82y/,450,450 Sq Ft,CA,Houses,90291
,,"$4,600",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,600'}]",Manhattan Beach,"3316 Vista Dr, Manhattan Beach, CA 90266",12 Month Lease,https://www.apartments.com/3316-vista-dr-manhattan-beach-ca/1r6t8p5/,"1,900","1,900 Sq Ft",CA,Houses,90266
,,"$15,500",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$15,500'}]",Los Angeles,"Los Angeles, CA 90068",,https://www.apartments.com/3380-deronda-dr-los-angeles-ca/9zgyhq7/,"3,500","3,500 Sq Ft",CA,Houses,90068
,,"$3,950",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,950'}]",Soquel,"Soquel, CA 95073",12 Month Lease,https://www.apartments.com/4466-w-walnut-st-soquel-ca/0etp862/,"1,500","1,500 Sq Ft",CA,Houses,95073
,,"$3,800",,,Apr 15,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,800'}]",Los Angeles,"1417 Nolden St, Los Angeles, CA 90042",6 Month Lease,https://www.apartments.com/1417-nolden-st-los-angeles-ca/0ws32q3/,"2,200","2,200 Sq Ft",CA,Houses,90042
,"$2,400",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,400'}]",Torrance,"1233 Arlington Ave, Torrance, CA 90501",12 Month Lease,https://www.apartments.com/1233-arlington-ave-torrance-ca/z268mty/,"1,100","1,100 Sq Ft",CA,Houses,90501
,,"$3,349",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,349'}]",San Jose,"San Jose, CA 95148",12 Month Lease,https://www.apartments.com/2279-lusardi-dr-san-jose-ca/h191y73/,"1,431","1,431 Sq Ft",CA,Houses,95148
,"$2,800",,,,Apr 17,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",Los Angeles,"10741 Westminster Ave, Los Angeles, CA 90034",12 Month Lease,https://www.apartments.com/10741-westminster-ave-los-angeles-ca/3h5pxde/,900,900 Sq Ft,CA,Houses,90034
,,"$3,750",,,May 1,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,750'}]",Los Angeles,"Los Angeles, CA 91403",12 Month Lease,https://www.apartments.com/15233-valleyheart-dr-los-angeles-ca/7e90vlw/,"1,000","1,000 Sq Ft",CA,Houses,91403
,,,,"$4,200",Available Now,2 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$4,200'}]",Cupertino,"Cupertino, CA 95014",12 Month Lease,https://www.apartments.com/10641-n-stelling-rd-cupertino-ca/0w8dxr2/,"1,502","1,502 Sq Ft",CA,Houses,95014
,,"$3,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,000'}]",Los Angeles,"Los Angeles, CA 91303",12 Month Lease,https://www.apartments.com/6659-glade-ave-los-angeles-ca/km4vgm9/,"1,350","1,350 Sq Ft",CA,Houses,91303
"$2,975",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$2,975'}]",Hillsborough,"Hillsborough, CA 94010",12 Month Lease,https://www.apartments.com/235-el-cerrito-ave-hillsborough-ca/02ng832/,700,700 Sq Ft,CA,Houses,94010
,"$2,300",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,300'}]",Monrovia,"Monrovia, CA 91016",12 Month Lease,https://www.apartments.com/909-valley-view-ave-monrovia-ca/grrz25y/,910,910 Sq Ft,CA,Houses,91016
$825,,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$825'}]",Los Angeles,"Los Angeles, CA 90041",,https://www.apartments.com/4341-mont-eagle-pl-los-angeles-ca/4s8kpmk/,169,169 Sq Ft,CA,Houses,90041
,,"$3,195",,,Apr 5,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,195'}]",San Jose,"San Jose, CA 95128",12 Month Lease,https://www.apartments.com/105-brooklyn-ave-san-jose-ca/lnrbtwf/,"1,153","1,153 Sq Ft",CA,Houses,95128
,"$2,500",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,500'}]",San Diego,"San Diego, CA 92115",,https://www.apartments.com/4588-winona-ave-san-diego-ca/nmzd12n/,800,800 Sq Ft,CA,Houses,92115
"$1,600",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,600'}]",Los Angeles,"Los Angeles, CA 90062",1 Month Lease,https://www.apartments.com/1819-w-41st-pl-los-angeles-ca/ghw021y/,589,589 Sq Ft,CA,Houses,90062
,"$2,975",,,,Available Now,1 BA,"[{'bedroom_type': '2 Beds', 'price': '$2,975'}]",Redondo Beach,"Redondo Beach, CA 90278",,https://www.apartments.com/1710-marshallfield-ln-redondo-beach-ca/xdqlszp/,950,950 Sq Ft,CA,Houses,90278
,,"$3,100",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,100'}]",Santa Clarita,"Santa Clarita, CA 91351",,https://www.apartments.com/19408-old-friend-rd-santa-clarita-ca/bbhz0sb/,"1,601","1,601 Sq Ft",CA,Houses,91351
"$1,525",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,525'}]",Los Angeles,"Los Angeles, CA 90037",12 Month Lease,https://www.apartments.com/4306-s-budlong-ave-los-angeles-ca/gtpsn9z/,450,450 Sq Ft,CA,Houses,90037
,,"$7,000",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$7,000'}]",Solana Beach,"Solana Beach, CA 92075",12 Month Lease,https://www.apartments.com/611-canyon-dr-solana-beach-ca/txnn6yb/,"1,300","1,300 Sq Ft",CA,Houses,92075
"$3,000",,,,,Apr 6,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$3,000'}]",Santa Monica,"1236 Franklin St, Santa Monica, CA 90404",1 Month Lease,https://www.apartments.com/1236-franklin-st-santa-monica-ca/mdnfv9l/,700,700 Sq Ft,CA,Houses,90404
,,"$3,650",,,Available Now,1 BA,"[{'bedroom_type': '3 Beds', 'price': '$3,650'}]",San Bruno,"San Bruno, CA 94066",12 Month Lease,https://www.apartments.com/810-masson-ave-san-bruno-ca/5tk69nm/,"1,250","1,250 Sq Ft",CA,Houses,94066
,,"$4,500",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,500'}]",Los Angeles,"Los Angeles, CA 90016",12 Month Lease,https://www.apartments.com/2035-s-curson-ave-los-angeles-ca/kmz2my8/,"1,352","1,352 Sq Ft",CA,Houses,90016
,,"$1,700",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$1,700'}]",Hemet,"Hemet, CA 92544",12 Month Lease,https://www.apartments.com/41898-butler-ln-hemet-ca/hmwhbr3/,"1,400","1,400 Sq Ft",CA,Houses,92544
,,,"$3,800",,May 1,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,800'}]",Long Beach,"Long Beach, CA 90815",12 Month Lease,https://www.apartments.com/3408-duchess-ln-long-beach-ca/bdm9v09/,"2,100","2,100 Sq Ft",CA,Houses,90815
,,,"$3,299",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$3,299'}]",West Hills,"24101 Kittridge St, West Hills, CA 91307",12 Month Lease,https://www.apartments.com/24101-kittridge-st-west-hills-ca/56wxykp/,"1,570","1,570 Sq Ft",CA,Houses,91307
,,,"$1,995",,Available Now,2 BAs,"[{'bedroom_type': '4 Beds', 'price': '$1,995'}]",Palm Springs,"Palm Springs, CA 92262",12 Month Lease,https://www.apartments.com/2740-e-san-marino-rd-palm-springs-ca/416r0dh/,"1,248","1,248 Sq Ft",CA,Houses,92262
,,,,"$5,700",Available Now,4 BAs,"[{'bedroom_type': '4+ Beds', 'price': '$5,700'}]",Sherman Oaks,"4000 Oakfield Dr, Sherman Oaks, CA 91423",12 Month Lease,https://www.apartments.com/4000-oakfield-dr-sherman-oaks-ca/zzbd2kw/,"3,100","3,100 Sq Ft",CA,Houses,91423
,,,"$2,750",,Available Now,2½ BAs,"[{'bedroom_type': '4 Beds', 'price': '$2,750'}]",Sacramento,"Sacramento, CA 95834",12 Month Lease,https://www.apartments.com/510-alboran-sea-cir-sacramento-ca/z401y6w/,"2,000","2,000 Sq Ft",CA,Houses,95834
,"$4,995",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$4,995'}]",Los Angeles,"4012 Cumberland Ave, Los Angeles, CA 90027",12 Month Lease,https://www.apartments.com/4012-cumberland-ave-los-angeles-ca/yl1rnws/,"1,500","1,500 Sq Ft",CA,Houses,90027
,,"$3,995",,,Available Now,2½ BAs,"[{'bedroom_type': '3 Beds', 'price': '$3,995'}]",Pismo Beach,"Pismo Beach, CA 93449",,https://www.apartments.com/1309-costa-brava-pismo-beach-ca/2fz6068/,"2,000","2,000 Sq Ft",CA,Houses,93449
,"$2,800",,,,Available Now,2 BAs,"[{'bedroom_type': '2 Beds', 'price': '$2,800'}]",Los Angeles,"Los Angeles, CA 91040",,https://www.apartments.com/10620-woodward-ave-los-angeles-ca/ckmkkyd/,781,781 Sq Ft,CA,Houses,91040
"$1,800",,,,,Available Now,1 BA,"[{'bedroom_type': '1 Bed', 'price': '$1,800'}]",Los Angeles,"Los Angeles, CA 90043",12 Month Lease,https://www.apartments.com/3850-w-59th-st-los-angeles-ca/xltch8q/,580,580 Sq Ft,CA,Houses,90043
,,"$4,275",,,Available Now,2 BAs,"[{'bedroom_type': '3 Beds', 'price': '$4,275'}]",Los Angeles,"11010 Exposition Blvd, Los Angeles, CA 90064",,https://www.apartments.com/11010-exposition-blvd-los-angeles-ca/skwtg27/,"1,191","1,191 Sq Ft",CA,Houses,90064
